Collection Unique ID,Suborder,Family,Species name,Area FW (mm2),Area HW (mm2),Length (inner) FW (mm),Length (inner) HW (mm),Length (outer) FW (mm),Length (outer) HW (mm),Width (inner) FW (mm),Width (inner) HW (mm),Width (outer) FW (mm),Width (outer) HW (mm),Widest ratio FW,Widest ratio HW,Slope of thickness FW,Slope of thickness HW,North_America
WRK-WS-00234,Anisoptera,Libellulidae,Libellula luctuosa,293.669,392.117,38.862,38.767,39.613,38.894,9.081,13.007,9.663,13.684,0.561314454,0.165170068,0.012910634,-0.19822767,TRUE
WRK-WS-00235,Anisoptera,Libellulidae,Libellula luctuosa,322.546,432.21,40.788,41.063,41.698,41.381,9.462,13.631,10.181,14.224,0.546446701,0.115856778,0.012108744,-0.202474605,TRUE
WRK-WS-02191,Anisoptera,Libellulidae,Libellula luctuosa,305.293,420.429,40.45,40.005,41.571,40.407,8.954,13.758,9.483,15.134,0.663441955,0.149816658,0.022720553,-0.219962709,TRUE
WRK-WS-02194,Anisoptera,Libellulidae,Libellula luctuosa,330.248,453.992,42.439,42.185,43.476,42.397,9.165,13.907,9.821,14.817,0.416260954,0.116824763,0.013365005,-0.20316052,TRUE
WRK-WS-02196,Anisoptera,Libellulidae,Libellula luctuosa,335.903,471.271,42.926,42.503,43.519,42.799,9.313,14.415,10.075,14.944,0.398346304,0.189910979,0.010013569,-0.199009331,TRUE
WRK-WS-02201,Anisoptera,Libellulidae,Libellula luctuosa,292.202,393.978,39.264,38.523,39.561,39.328,8.954,13.293,9.652,14.309,0.383092563,0.15285253,0.002536413,-0.19154424,TRUE
RUN-012450,Anisoptera,Libellulidae,Libellula needhami,293.115,344.544,38.841,37.656,39.561,38.735,9.017,10.943,9.419,12.425,0.602461209,0.345901639,0.025569274,-0.070124499,TRUE
RU-N:WL:OdoD: 2017 00448,Anisoptera,Libellulidae,Libellula needhami,286.9,345.676,39.031,37.867,40.238,38.396,8.848,11.113,9.335,12.002,0.575486586,0.337375965,0.034878484,-0.108616657,TRUE
RU-N:WL:OdoD: 2013 00558,Anisoptera,Libellulidae,Libellula needhami,285.379,370.197,38.65,39.37,39.222,40.026,8.636,11.218,9.123,12.975,0.333513222,0.374405077,0.026024523,-0.08971229,TRUE
RU-N:WL:OdoD: 2013 00542,Anisoptera,Libellulidae,Libellula needhami,302.098,370.262,40.323,39.434,41.021,40.238,8.805,10.816,9.44,12.658,0.562951496,0.298264072,0.022980358,-0.102380304,TRUE
RU-N:WL:OdoD: 2013 00572,Anisoptera,Libellulidae,Libellula needhami,328.318,380.478,41.148,39.624,41.91,40.513,9.589,11.472,10.181,12.848,0.586363636,0.317136886,0.026279453,-0.09093715,TRUE
RU-N:WL:OdoD: 2013 00573,Anisoptera,Libellulidae,Libellula needhami,303.381,355.607,40.852,38.566,41.402,39.37,8.975,10.753,9.377,11.642,0.627300614,0.257526882,0.046838875,-0.071587124,TRUE
RU-N:WL:OdoD: 2013 00547,Anisoptera,Libellulidae,Libellula needhami,337.74,390.933,40.704,39.645,41.677,40.196,10.351,11.748,10.88,12.848,0.546978162,0.365982096,0.015735407,-0.116113348,TRUE
RU-N:WL:OdoD: 2013 00554,Anisoptera,Libellulidae,Libellula needhami,299.863,323.422,39.031,36.089,40.682,38.037,9.271,10.626,9.631,11.705,0.755983351,0.305509182,0.049214752,-0.057458705,TRUE
RU-N:WL:OdoD: 2013 00556,Anisoptera,Libellulidae,Libellula needhami,292.881,347.785,39.18,37.804,39.539,38.439,9.038,11.049,9.419,12.51,0.587259101,0.363986784,0.021585201,-0.082566542,TRUE
RU-N:WL:OdoD: 2013 00557,Anisoptera,Libellulidae,Libellula needhami,322.489,380.984,40.894,39.412,41.317,40.047,9.483,11.472,10.118,12.15,0.582991803,0.319238901,0.028291511,-0.099106591,TRUE
RU-N:WL:OdoD: 2013 00545,Anisoptera,Libellulidae,Libellula needhami,323.205,385.648,41.889,40.301,42.905,41,9.313,11.282,9.694,12.023,0.601381352,0.380485287,0.045960899,-0.08547298,TRUE
RU-N:WL:OdoD: 2013 00549,Anisoptera,Libellulidae,Libellula needhami,320.106,378.681,40.704,39.666,41.402,40.809,9.356,11.261,9.779,12.637,0.574130879,0.35373444,0.038657873,-0.068659359,TRUE
RU-N:WL:OdoD: 2013 00543,Anisoptera,Libellulidae,Libellula needhami,305.951,353.337,39.688,38.545,40.788,39.222,9.462,11.028,9.885,11.875,0.594187857,0.341068538,0.051455674,-0.084644658,TRUE
MLM-000948,Anisoptera,Libellulidae,Libellula needhami,306.058,363.673,41.19,39.92,42.016,40.682,8.848,10.732,9.313,11.515,0.569269521,0.316337149,0.03139967,-0.076902738,TRUE
MLM-000949,Anisoptera,Libellulidae,Libellula needhami,334.123,396.815,43.222,41.847,44.154,42.947,9.694,11.176,10.308,11.959,0.531639501,0.353868901,0.029687021,-0.06768495,TRUE
RU-N:WL:OdoD: 2013 00544,Anisoptera,Libellulidae,Libellula needhami,343.485,390.087,41.423,40.471,42.545,41.36,10.266,11.388,10.456,12.086,0.655721393,0.352610031,0.019881385,-0.093940057,TRUE
RU-N:WL:OdoD: 2013 00559,Anisoptera,Libellulidae,Libellula needhami,312.717,381.48,40.979,39.645,42.037,40.047,9.356,11.197,10.033,12.319,0.519133938,0.322410148,0.042755656,-0.089207788,TRUE
RU-N:WL:OdoD: 2013 00548,Anisoptera,Libellulidae,Libellula needhami,319.318,369.623,40.661,39.053,42.333,40.174,9.673,11.282,9.864,12.086,0.711,0.359325606,0.036067515,-0.063270924,TRUE
RU-N:WL:OdoD: 2013 00551,Anisoptera,Libellulidae,Libellula needhami,318.739,369.636,41.148,39.666,41.614,40.577,9.271,11.282,9.821,11.896,0.727365209,0.199269692,0.010012318,-0.090605631,TRUE
RU-N:WL:OdoD: 2013 00552,Anisoptera,Libellulidae,Libellula needhami,294.486,357.339,38.947,38.481,40.196,39.391,9.186,11.388,9.546,13.229,0.664033702,0.399247716,0.016673253,-0.120677248,TRUE
RU-N:WL:OdoD: 2013 00550,Anisoptera,Libellulidae,Libellula needhami,330.712,362.661,41.233,38.904,42.863,40.069,10.16,11.028,10.88,11.959,0.494814815,0.395668252,0.037546698,-0.058106062,TRUE
MLM-000950,Anisoptera,Libellulidae,Libellula needhami,281.271,334.365,39.561,38.629,40.492,39.095,8.361,10.139,8.805,11.43,0.566126503,0.341635084,0.027584156,-0.090688647,TRUE
MLM-000952,Anisoptera,Libellulidae,Libellula needhami,278.62,327.306,39.18,38.015,40.132,38.354,8.297,10.16,8.784,11.113,0.582278481,0.343267108,0.028206843,-0.088473622,TRUE
MLM-000953,Anisoptera,Libellulidae,Libellula needhami,256.293,315.217,36.915,36.597,37.952,36.788,8.234,10.202,8.784,11.557,0.556051311,0.275604143,0.03575403,-0.122846695,TRUE
RU-N:WL:OdoD: 2014 00307,Anisoptera,Libellulidae,Libellula needhami,167.096,206,29.57,28.279,29.866,28.385,7.26,8.721,7.662,9.229,0.60453579,0.22818792,0.053191318,-0.122937688,TRUE
RU-N:WL:OdoD: 2014 00303,Anisoptera,Libellulidae,Libellula needhami,304.197,348.386,40.323,38.481,40.915,39.497,9.017,10.52,9.44,12.234,0.656492499,0.388531618,0.034563675,-0.09139022,TRUE
RU-N:WL:OdoD: 2013 00565,Anisoptera,Libellulidae,Libellula needhami,311.747,354.634,39.476,38.185,40.026,39.095,9.694,10.922,10.351,12.679,0.450026441,0.333513806,0.034738438,-0.095727629,TRUE
RU-N:WL:OdoD: 2013 00570,Anisoptera,Libellulidae,Libellula needhami,292.996,337.489,39.053,37.571,40.132,38.142,9.038,10.52,9.44,11.388,0.386603376,0.325749168,0.023633699,-0.099573553,TRUE
RU-N:WL:OdoD: 2013 00566,Anisoptera,Libellulidae,Libellula needhami,296.037,365.197,39.307,38.121,40.259,39.031,9.038,11.451,9.419,11.959,0.576235542,0.223427332,0.014208125,-0.091788671,TRUE
WRK-WS-00503,Anisoptera,Libellulidae,Libellula needhami,295.734,366.461,38.65,39.042,39.878,39.275,8.837,11.271,9.895,12.044,0.571921444,0.322285098,0.021876681,-0.124936424,TRUE
WRK-WS-00504,Anisoptera,Libellulidae,Libellula needhami,310.712,372.505,40.693,39.793,41.36,39.973,8.858,10.975,9.472,12.065,0.564738997,0.316388668,0.023874536,-0.112473837,TRUE
WRK-WS-00505,Anisoptera,Libellulidae,Libellula needhami,301.746,359.338,39.656,39.01,40.587,39.105,8.911,10.975,9.557,11.938,0.615384615,0.293369418,0.025264783,-0.127103538,TRUE
WRK-WS-00506,Anisoptera,Libellulidae,Libellula needhami,304.612,357.966,39.963,39.307,40.502,39.423,8.837,11.218,9.514,11.769,0.400836164,0.315704698,0.017671216,-0.13128289,TRUE
WRK-WS-00507,Anisoptera,Libellulidae,Libellula needhami,281.828,340.961,38.333,37.402,38.862,37.497,8.668,10.732,9.229,12.171,0.695533769,0.324583686,0.025096438,-0.128260373,TRUE
WRK-WS-00508,Anisoptera,Libellulidae,Libellula needhami,289.587,345.982,38.576,38.291,39.296,38.375,8.911,10.774,9.356,11.832,0.579854565,0.336734694,0.028989753,-0.116052036,TRUE
WRK-WS-00510,Anisoptera,Libellulidae,Libellula needhami,302.082,367.887,39.518,39.074,40.143,39.158,8.954,11.377,9.589,12.277,0.605852887,0.326756757,0.009898995,-0.144432991,TRUE
37580,Anisoptera,Libellulidae,Libellula nodisticta,267.432,324.567,37.402,34.692,37.719,35.56,8.975,11.472,9.483,12.171,0.565656566,0.348214286,0.021316042,-0.130760338,TRUE
19584,Anisoptera,Libellulidae,Libellula nodisticta,281.63,336.997,38.079,36.005,38.545,36.872,8.996,11.536,9.631,12.107,0.568369028,0.120551091,0.010890108,-0.119522582,TRUE
49020,Anisoptera,Libellulidae,Libellula pulchella,277.116,343.834,39.095,37.126,40.111,38.65,8.742,11.07,9.102,12.107,0.592084433,0.161007667,0.047826147,-0.078942008,TRUE
49004,Anisoptera,Libellulidae,Libellula pulchella,355.522,429.155,44.133,41.656,44.895,43.434,9.737,12.573,10.16,13.081,0.577557756,0.165204678,0.01777615,-0.096312409,TRUE
37030,Anisoptera,Libellulidae,Libellula pulchella,368.713,451.93,44.471,42.82,45.36,43.688,9.631,12.933,10.308,13.695,0.406906206,0.088662791,0.02241672,-0.139857758,TRUE
37035,Anisoptera,Libellulidae,Libellula pulchella,318.337,372.915,41.127,39.158,41.847,39.899,9.377,11.24,10.118,12.277,0.610520991,0.346419098,0.024899945,-0.111542555,TRUE
49021,Anisoptera,Libellulidae,Libellula pulchella,328.301,386.471,41.487,39.497,42.524,40.725,9.546,11.875,10.266,12.848,0.461423594,0.129417879,0.026221348,-0.099712976,TRUE
48458,Anisoptera,Libellulidae,Libellula pulchella,359.066,458.235,43.942,41.72,44.26,42.672,9.864,13.06,10.202,14.542,0.659014825,0.17609127,0.013252934,-0.123634628,TRUE
RU-N:WL:OdoD: 2017 00447,Anisoptera,Libellulidae,Libellula pulchella,299.972,345.645,39.709,37.486,40.28,38.439,9.144,11.134,9.716,12.827,0.578034682,0.264867841,0.022835177,-0.074908229,TRUE
RU-N:WL:OdoD: 2017 00456,Anisoptera,Libellulidae,Libellula pulchella,374.119,453.993,44.641,42.079,45.127,42.651,9.906,13.25,10.795,13.801,0.551125704,0.06898263,0.024231361,-0.161116808,TRUE
RU-N:WL:OdoD: 2017 00424,Anisoptera,Libellulidae,Libellula pulchella,347.494,405.508,43.476,41.085,44.514,42.968,9.779,11.875,10.626,13.081,0.577746077,0.296551724,0.026416795,-0.053012635,TRUE
RUN-012464,Anisoptera,Libellulidae,Libellula pulchella,386.248,463.979,46.143,43.371,47.181,45.043,9.948,12.891,10.774,14.415,0.580529385,0.12593985,0.023495639,-0.112214444,TRUE
RUN-012463,Anisoptera,Libellulidae,Libellula pulchella,350.989,407.066,42.524,39.878,43.011,40.767,9.885,12.319,10.562,13.907,0.531003937,0.190031153,0.012839228,-0.121331001,TRUE
RUN-012462,Anisoptera,Libellulidae,Libellula pulchella,349.918,422.577,42.397,41.148,42.947,42.355,10.181,12.256,10.986,14.161,0.526367669,0.285857072,0.052374048,-0.116783434,TRUE
19708,Anisoptera,Libellulidae,Libellula pulchella,386.348,454.787,46.08,43.836,46.863,45.022,10.16,12.467,10.732,13.356,0.570460705,0.338975082,0.014543605,-0.097439423,TRUE
RU-N:WL:OdoD: 2015 00505,Anisoptera,Libellulidae,Libellula pulchella,345.731,439.681,43.879,41.974,44.662,43.074,9.652,12.679,10.266,14.372,0.608056872,0.154299754,0.040370107,-0.120329004,TRUE
RU-N:WL:OdoD: 2015 00506,Anisoptera,Libellulidae,Libellula pulchella,351.871,427.874,43.9,41.169,44.916,42.884,9.631,12.34,10.245,14.309,0.564090481,0.268015795,0.032518561,-0.112057739,TRUE
RU-N:WL:OdoD: 2015 00504,Anisoptera,Libellulidae,Libellula pulchella,338.868,417.37,41.868,41.085,43.138,41.614,9.377,12.319,10.139,13.081,0.524533857,0.097660224,0.015336578,-0.144850435,TRUE
RU-N:WL:OdoD: 2017 00423,Anisoptera,Libellulidae,Libellula pulchella,343.069,416.285,42.99,41.233,44.238,42.376,9.546,12.256,10.266,13.187,0.561244019,0.143856144,0.019096713,-0.112446608,TRUE
RU-N:WL:OdoD: 2017 00348,Anisoptera,Libellulidae,Libellula pulchella,327.857,390.858,40.767,39.328,41.487,40.492,9.398,11.875,10.139,12.594,0.683163265,0.14218505,0.021616132,-0.120720137,TRUE
RU-N:WL:OdoD: 2017 00347,Anisoptera,Libellulidae,Libellula pulchella,344.209,396.225,43.159,39.476,43.9,41.063,9.567,11.959,10.075,13.42,0.566055931,0.101546392,0.045851327,-0.087001188,TRUE
RU-N:WL:OdoD: 2017 00349,Anisoptera,Libellulidae,Libellula pulchella,395.539,455.111,46.419,43.857,47.625,44.937,10.732,12.488,11.091,13.314,0.631555556,0.15402732,0.033796058,-0.105094414,TRUE
MLM-000977,Anisoptera,Libellulidae,Libellula pulchella,303.106,379.178,40.492,38.841,41.085,40.111,8.954,11.515,9.504,13.25,0.58114374,0.329815303,0.032748797,-0.110859969,TRUE
MLM-000978,Anisoptera,Libellulidae,Libellula pulchella,337.961,401.547,42.249,40.577,42.587,41.466,9.567,11.853,10.308,13.674,0.551192843,0.144971925,0.005882643,-0.116424058,TRUE
MLM-000979,Anisoptera,Libellulidae,Libellula pulchella,328.61,399.043,41.19,39.582,42.439,40.196,9.61,12.044,10.266,13.504,0.557107232,0.163770406,0.02876047,-0.137346963,TRUE
RU-N:WL:OdoD: 2014 00481,Anisoptera,Libellulidae,Libellula pulchella,353.463,438.726,44.154,42.46,44.662,43.582,9.546,12.785,10.287,13.272,0.449763033,0.163186013,0.019834067,-0.123861138,TRUE
RU-N:WL:OdoD: 2013 00584,Anisoptera,Libellulidae,Libellula pulchella,354.429,425.857,44.556,41.296,44.895,42.693,9.694,12.234,10.097,13.166,0.609146629,0.166584036,0.035733835,-0.094006395,TRUE
RU-N:WL:OdoD: 2013 00579,Anisoptera,Libellulidae,Libellula pulchella,347.746,432.346,42.863,41.931,44.069,43.307,9.525,12.679,10.16,13.187,0.576368876,0.1285435,0.023996921,-0.111008264,TRUE
WRK-WS-01381,Anisoptera,Libellulidae,Libellula pulchella,366.895,438.801,42.005,41.72,42.651,42.259,10.086,13.155,10.816,13.589,0.521588089,0.065865264,-0.009307114,-0.145491643,TRUE
49079,Anisoptera,Libellulidae,Libellula quadrimaculata,232.651,274.287,36.005,32.914,36.513,34.565,8.001,10.139,9.144,11.515,0.59884058,0.177587263,0.055249666,-0.0596,TRUE
49050,Anisoptera,Libellulidae,Libellula quadrimaculata,229.406,286.941,35.031,33.465,35.899,34.756,7.895,10.372,8.551,10.71,0.585495283,0.171132765,0.04415841,-0.093107878,TRUE
49078,Anisoptera,Libellulidae,Libellula quadrimaculata,207.404,253.018,34.015,32.089,34.671,33.401,7.514,9.335,7.916,9.652,0.671550672,0.164765526,0.0583,-0.052742191,TRUE
WRK-WS-01354,Anisoptera,Libellulidae,Libellula quadrimaculata,248.759,302.646,34.914,34.248,35.094,34.533,8.784,10.901,9.282,11.377,0.558504222,0.230462764,0.021277483,-0.122201833,TRUE
WRK-WS-01356,Anisoptera,Libellulidae,Libellula quadrimaculata,224.981,289.105,32.618,32.195,33.517,32.449,8.329,10.763,8.784,11.345,0.55288917,0.173189824,0.032156521,-0.155145876,TRUE
WRK-WS-01357,Anisoptera,Libellulidae,Libellula quadrimaculata,224.515,272.902,34.819,32.766,35.274,33.528,8.022,10.097,8.7,11.197,0.564956496,0.253472222,0.036952796,-0.132911692,TRUE
WRK-WS-01358,Anisoptera,Libellulidae,Libellula quadrimaculata,229.877,296.904,34.354,33.708,34.608,33.867,7.99,10.594,8.615,11.229,0.566055046,0.15875,0.019082794,-0.144819307,TRUE
WRK-WS-01359,Anisoptera,Libellulidae,Libellula quadrimaculata,241.06,304.619,36.079,34.787,36.227,35.243,7.948,10.626,8.467,11.314,0.56909144,0.183783784,0.013394514,-0.11949892,TRUE
30355,Anisoptera,Libellulidae,Libellula quadrimaculata,259.434,312.988,37.888,36.174,38.608,37.698,8.276,11.218,9.652,12.467,0.635416667,0.160583942,0.035042201,-0.083214561,TRUE
29677,Anisoptera,Libellulidae,Libellula quadrimaculata,250.542,294.356,37.507,35.687,38.142,36.724,8.022,10.308,9.165,11.642,0.597114317,0.157925072,0.030497872,-0.080084249,TRUE
28803,Anisoptera,Libellulidae,Libellula quadrimaculata,211.253,264.376,34.989,32.406,35.645,33.994,7.684,9.779,8.721,11.049,0.580166271,0.207347447,0.061267511,-0.086737812,TRUE
MLM-000981,Anisoptera,Libellulidae,Libellula quadrimaculata,232.07,277.708,35.348,33.443,35.856,34.481,7.832,9.991,8.319,10.88,0.625737899,0.173726212,0.031656924,-0.087372136,TRUE
MLM-000982,Anisoptera,Libellulidae,Libellula quadrimaculata,234.396,285.976,36.195,34.459,36.851,35.962,7.832,10.202,8.361,11.028,0.581275129,0.175985874,0.033401051,-0.071799167,TRUE
MLM-000983,Anisoptera,Libellulidae,Libellula quadrimaculata,247.581,299.062,36.83,35.158,37.296,36.174,8.319,10.266,8.763,11.155,0.593643587,0.151550614,0.031942709,-0.096562241,TRUE
41428,Anisoptera,Libellulidae,Libellula saturata,308.29,375.383,40.852,38.799,41.783,40.344,8.827,12.319,9.525,13.674,0.436676798,0.176285415,0.012546928,-0.10948487,TRUE
42831,Anisoptera,Libellulidae,Libellula saturata,343.764,414.91,43.371,40.492,43.582,41.593,9.525,13.187,9.948,16.362,0.440990772,0.165394402,-0.023508301,-0.152339527,TRUE
41387,Anisoptera,Libellulidae,Libellula saturata,357.72,427.954,44.641,41.91,45.022,43.222,9.631,13.293,10.16,14.436,0.381288199,0.227717924,0.002379238,-0.096647079,TRUE
40722,Anisoptera,Libellulidae,Libellula saturata,326.619,399.195,42.482,40.111,42.672,41.275,9.377,12.637,9.737,13.674,0.61656746,0.247179487,0.006087397,-0.110924697,TRUE
42931,Anisoptera,Libellulidae,Libellula saturata,356.378,430.677,43.836,40.809,44.323,42.206,9.885,13.123,10.71,14.965,0.456064948,0.169007021,0.003821437,-0.13429957,TRUE
37395,Anisoptera,Libellulidae,Libellula saturata,328.817,394.18,42.947,39.539,43.307,41.635,9.25,12.615,9.8,14.901,0.399315738,0.345704118,0.009809746,-0.078667083,TRUE
40765,Anisoptera,Libellulidae,Libellula saturata,379.729,442.444,45.551,42.905,45.657,43.794,10.012,12.912,10.668,13.716,0.401483542,0.167713871,-0.000679535,-0.125300457,TRUE
38377,Anisoptera,Libellulidae,Libellula saturata,383.742,459.018,45.593,43.053,45.953,43.921,10.118,13.335,10.626,14.118,0.437586366,0.191325301,-0.00292689,-0.135705299,TRUE
21294,Anisoptera,Libellulidae,Libellula saturata,295.617,369.208,40.386,38.185,40.936,39.412,8.848,12.298,9.292,13.504,0.379007239,0.182599356,-0.001819877,-0.137215205,TRUE
34980,Anisoptera,Libellulidae,Libellula saturata,346.116,416.881,43.032,40.513,43.561,41.952,9.652,13.039,10.075,14.182,0.47133139,0.154389506,-0.003067417,-0.139936048,TRUE
34949,Anisoptera,Libellulidae,Libellula saturata,347.02,425.415,46.059,41.339,47.244,42.418,9.419,12.806,9.948,15.007,0.440860215,0.254491018,0.049257458,-0.149070959,TRUE
34825,Anisoptera,Libellulidae,Libellula saturata,345.826,413.133,43.011,40.28,43.561,42.164,9.631,13.081,10.139,14.542,0.447035957,0.200803213,-0.00596924,-0.123250702,TRUE
MLM-000987,Anisoptera,Libellulidae,Libellula saturata,368.127,458.94,43.455,41.825,43.476,42.079,10.118,14.034,10.71,15.177,0.373417722,0.144366197,-0.025309618,-0.206220971,TRUE
MLM-000986,Anisoptera,Libellulidae,Libellula saturata,346.254,426.323,44.471,42.101,44.768,42.503,9.419,12.785,9.843,13.97,0.476122931,0.039342629,-0.003720045,-0.171818166,TRUE
MLM-000820,Anisoptera,Libellulidae,Libellula saturata,356.831,407.859,42.101,40.217,42.926,41.635,10.097,13.229,10.689,14.372,0.572978304,0.158108795,0.001642975,-0.075696953,TRUE
RUN-012500,Anisoptera,Libellulidae,Libellula semifasciata,261.935,307.947,37.359,35.539,37.719,36.386,8.551,10.583,8.975,11.388,0.609988777,0.265270506,0.039493764,-0.086835764,TRUE
39931,Anisoptera,Libellulidae,Libellula semifasciata,254.521,293.921,36.999,33.951,37.91,35.772,8.297,10.605,8.89,11.663,0.636515913,0.228402367,0.0483,-0.039198,TRUE
RU-N:WL:OdoD: 2017 00450,Anisoptera,Libellulidae,Libellula semifasciata,251.888,298.063,37.063,34.777,37.402,36.386,8.403,10.329,8.805,11.43,0.590831919,0.130890052,0.041679115,-0.053365872,TRUE
MLM-000991,Anisoptera,Libellulidae,Libellula semifasciata,246.436,291.706,35.983,34.142,36.703,34.925,8.297,10.224,8.742,10.478,0.612456747,0.16969697,0.044736614,-0.098043445,TRUE
MLM-000992,Anisoptera,Libellulidae,Libellula semifasciata,224.842,278.489,34.523,32.978,35.221,34.163,7.853,10.118,8.255,11.367,0.594350962,0.172862454,0.052021151,-0.089693921,TRUE
MLM-000990,Anisoptera,Libellulidae,Libellula semifasciata,220.552,267.996,34.502,32.787,35.243,33.401,7.726,9.821,8.17,10.287,0.606606607,0.166032953,0.046842752,-0.111209345,TRUE
RUN-012502,Anisoptera,Libellulidae,Libellula semifasciata,263.452,316.304,39.645,37.232,40.047,37.74,8.149,10.308,8.594,10.859,0.394291755,0.080762759,-0.00980529,-0.115647965,TRUE
RUN-012502,Anisoptera,Libellulidae,Libellula semifasciata,263.452,316.304,39.645,37.232,40.047,37.74,8.149,10.308,8.594,10.859,0.394291755,0.080762759,-0.00980529,-0.115647965,TRUE
RUN-012483,Anisoptera,Libellulidae,Libellula semifasciata,238.798,276.277,37.063,34.692,37.804,36.449,7.578,9.567,7.916,10.901,0.468085106,0.347270616,0.035112417,-0.048452468,TRUE
RUN-012429,Anisoptera,Libellulidae,Libellula semifasciata,232.978,274.964,36.174,34.184,36.83,35.454,7.578,9.631,8.086,11.155,0.55,0.288358209,0.031851204,-0.062288601,TRUE
28730,Anisoptera,Libellulidae,Libellula semifasciata,233.099,268.574,35.264,33.93,36.407,34.629,7.684,9.25,8.467,10.139,0.563372093,0.142420538,0.040257129,-0.081676893,TRUE
23772,Anisoptera,Libellulidae,Libellula semifasciata,244.03,282.605,35.983,33.951,36.47,35.751,8.043,10.224,8.678,10.986,0.597794544,0.174067496,0.034356254,-0.047729156,TRUE
18808,Anisoptera,Libellulidae,Libellula semifasciata,209.787,254.957,35.179,33.338,35.433,34.523,7.049,9.525,7.514,10.753,0.471923536,0.190680564,0.032667867,-0.060597932,TRUE
RU-N:WL:OdoD: 2017 00165,Anisoptera,Libellulidae,Libellula semifasciata,223.702,260.798,34.989,33.422,35.412,34.989,7.535,9.25,7.938,10.308,0.586969516,0.137326074,0.023504442,-0.061991959,TRUE
MLM-000994,Anisoptera,Libellulidae,Libellula semifasciata,222.029,263.577,34.735,32.914,35.348,33.253,7.599,9.462,8.128,10.393,0.580239521,0.086569064,0.042377878,-0.126891973,TRUE
MLM-000993,Anisoptera,Libellulidae,Libellula semifasciata,268.088,331.141,38.502,36.915,39.18,37.402,8.17,10.753,8.805,11.98,0.580767153,0.093378608,0.034660545,-0.134220767,TRUE
WRK-WS-02330,Anisoptera,Libellulidae,Libellula semifasciata,271.446,319.069,38.047,36.819,39.01,37.751,8.403,10.181,8.975,10.901,0.6101465,0.245864872,0.036079354,-0.097220308,TRUE
WRK-WS-02331,Anisoptera,Libellulidae,Libellula semifasciata,219.624,258.68,34.216,33.094,34.893,33.285,7.514,9.409,7.98,10.16,0.590840158,0.122098569,0.032918926,-0.13512206,TRUE
WRK-WS-02332,Anisoptera,Libellulidae,Libellula semifasciata,258.618,313.992,37.539,35.793,38.555,36.174,8.149,10.562,8.89,11.367,0.544880593,0.084844939,0.043403766,-0.143213857,TRUE
42954,Anisoptera,Libellulidae,Libellula vibrans,417.799,505.441,48.789,47.265,49.403,47.667,10.224,12.933,10.668,14.478,0.594687232,0.343694494,0.027900377,-0.097915852,TRUE
40369,Anisoptera,Libellulidae,Libellula vibrans,367.694,438.85,46.059,43.942,46.715,44.958,9.673,11.705,10.181,13.06,0.571816946,0.376177025,0.034401063,-0.091827262,TRUE
41171,Anisoptera,Libellulidae,Libellula vibrans,346.11,415.574,43.963,42.355,44.514,43.371,9.525,11.726,9.885,12.552,0.590584879,0.317227916,0.045631481,-0.072593079,TRUE
42904,Anisoptera,Libellulidae,Libellula vibrans,424.075,509.967,49.064,46.334,49.318,46.63,10.414,13.377,10.943,14.139,0.60944206,0.349523377,0.027630202,-0.091601306,TRUE
MLM-001004,Anisoptera,Libellulidae,Libellula vibrans,362.175,448.984,46.08,44.979,46.63,45.424,9.419,12.002,9.8,13.25,0.569677712,0.344361603,0.031611294,-0.095818147,TRUE
MLM-001005,Anisoptera,Libellulidae,Libellula vibrans,440.103,523.673,49.594,47.752,50.059,47.9,10.71,13.102,11.049,13.864,0.627484144,0.324790102,0.029496857,-0.112537871,TRUE
MLM-001002,Anisoptera,Libellulidae,Libellula vibrans,375.145,446.238,46.016,44.175,47.096,44.556,9.8,12.044,10.308,12.975,0.578876405,0.35391924,0.047313681,-0.089689355,TRUE
MLM-001003,Anisoptera,Libellulidae,Libellula vibrans,455.32,565.752,51.943,49.911,52.79,50.398,10.351,13.97,10.816,14.457,0.584603047,0.256614868,0.026321885,-0.118551036,TRUE
RUN-012485,Anisoptera,Libellulidae,Libellula vibrans,335.976,437.801,44.408,45.403,45.487,46.546,8.89,12.044,9.292,14.944,0.503955328,0.338790359,0.025508793,-0.089993207,TRUE
RU-N:WL:OdoD: 2017 00283,Anisoptera,Libellulidae,Libellula vibrans,385.559,464.098,48.07,44.641,49.001,45.191,9.694,12.425,10.118,13.293,0.58488121,0.198126464,0.038641921,-0.122311276,TRUE
RU-N:WL:OdoD: 2017 00285,Anisoptera,Libellulidae,Libellula vibrans,377.162,460.864,47.181,45.233,47.943,45.657,9.44,12.383,9.906,14.478,0.692273731,0.218358832,0.034035031,-0.118678792,TRUE
RU-N:WL:OdoD: 2017 00287,Anisoptera,Libellulidae,Libellula vibrans,427.383,530.271,49.594,48.197,51.245,49.467,10.033,13.145,10.647,14.351,0.558446923,0.325203252,0.034611054,-0.099948847,TRUE
RU-N:WL:OdoD: 2017 00284,Anisoptera,Libellulidae,Libellula vibrans,377.479,464.112,47.202,45.635,47.985,46.588,9.44,12.002,9.948,13.356,0.562858403,0.2135393,0.033326071,-0.090924553,TRUE
RU-N:WL:OdoD: 2017 00282,Anisoptera,Libellulidae,Libellula vibrans,350.097,414.697,45.762,43.879,46.08,44.789,8.954,11.451,9.398,12.234,0.435920992,0.267013233,0.000821449,-0.109158254,TRUE
